Brand,Store Number,Store Name,Ownership Type,Address,City,State/Province,Country,Postcode,Phone Number,Timezone,Longitude,Latitude,,,,,,,,,,,
Starbucks,12752-140612,Raynes Park,Company Owned,"Raynes Park, 1,3,5 Station Buildings",London,ENG,GB,SW20 0JY,2089712036,GMT+0:00 Europe/London,-0.23002,51.409376,,"Raynes Park, 1,3,5 Station Buildings SW20 0JY",,,,,,,"Raynes Park, 1,3,5 Station Buildings SW20 0JY",51.409376,-0.23002
Starbucks,12297-55099,Southfields - Replingham Road,Company Owned,"11 Replingham Road, Southfields, Notting Hill Gate",London,ENG,GB,SW18 5LT,2088714305,GMT+0:00 Europe/London,-0.205725,51.444878,,"11 Replingham Road, Southfields, Notting Hill Gate SW18 5LT",,,,,,,"11 Replingham Road, Southfields, Notting Hill Gate SW18 5LT",51.444878,-0.205725
Starbucks,12025-10403,Pembridge Road,Company Owned,26 Pembridge Road,London,ENG,GB,W11 3HL,2072434313,GMT+0:00 Europe/London,-0.197085,51.509802,,26 Pembridge Road W11 3HL,,,,,,,26 Pembridge Road W11 3HL,51.509802,-0.197085
Starbucks,47373-254294,"Uxbridge Road, Ealing Common",Franchise,"433-435 Uxbridge Road, Ealing Common",London,ENG,GB,W5 3NT,,GMT+0:00 Europe/London,-0.287258,51.509913,,"433-435 Uxbridge Road, Ealing Common W5 3NT",,,,,,,"433-435 Uxbridge Road, Ealing Common W5 3NT",51.509913,-0.287258
Starbucks,12158-22023,Belsize Park - Englands Lane,Company Owned,"57 Englands Lane, Belsize Park",London,ENG,GB,NW3 4YD,2075861777,GMT+0:00 Europe/London,-0.162509,51.545411,,"57 Englands Lane, Belsize Park NW3 4YD",,,,,,,"57 Englands Lane, Belsize Park NW3 4YD",51.545411,-0.162509
Starbucks,29850-255544,Stratford - Westfield - Kiosk,Company Owned,"Unit K15 , Olympic Park, Montfichet Road",London,ENG,GB,E20 1EJ,2085224642,GMT+0:00 Europe/London,-0.005772,51.543598,,"Unit K15 , Olympic Park, Montfichet Road E20 1EJ",,,,,,,"Unit K15 , Olympic Park, Montfichet Road E20 1EJ",51.543598,-0.005772
Starbucks,12215-33143,Sun Street,Company Owned,"31 - 33 Sun Street, Broadgate",London,ENG,GB,EC2M 2PY,2072475118,GMT+0:00 Europe/London,-0.083636,51.520015,,"31 - 33 Sun Street, Broadgate EC2M 2PY",,,,,,,"31 - 33 Sun Street, Broadgate EC2M 2PY",51.520015,-0.083636
Starbucks,12424-88680,Tottenham Court Road/Tottenham St,Company Owned,77 Tottenham Court Road,London,ENG,GB,W1T 2HQ,2074364170,GMT+0:00 Europe/London,-0.134765,51.520681,,77 Tottenham Court Road W1T 2HQ,,,,,,,77 Tottenham Court Road W1T 2HQ,51.520681,-0.134765
Starbucks,16031-166244,Drapers Gardens,Licensed,12 Copthall Avenue,London,ENG,GB,EC2N 2DL,207432001,GMT+0:00 Europe/London,-0.087595,51.516108,,12 Copthall Avenue EC2N 2DL,,,,,,,12 Copthall Avenue EC2N 2DL,51.516108,-0.087595
Starbucks,12406-85705,City Thameslink - Fleet Place,Company Owned,"3 Fleet Place, Unit 2",London,ENG,GB,EC4M 7RA,2072482220,GMT+0:00 Europe/London,-0.103296,51.516515,,"3 Fleet Place, Unit 2 EC4M 7RA",,,,,,,"3 Fleet Place, Unit 2 EC4M 7RA",51.516515,-0.103296
Starbucks,23578-231425,SSP Waterloo East,Licensed,"Waterloo East Station, Platform B/C, Sandell Street, Ashdown House",London,ENG,GB,SE1 8NH,,GMT+0:00 Europe/London,-0.109147,51.50408,,"Waterloo East Station, Platform B/C, Sandell Street, Ashdown House SE1 8NH",,,,,,,"Waterloo East Station, Platform B/C, Sandell Street, Ashdown House SE1 8NH",51.50408,-0.109147
Starbucks,12014-10339,Victoria Street & Horwick Place,Company Owned,137 Victoria Street,London,ENG,GB,SW1E 6RD,2072335170,GMT+0:00 Europe/London,-0.138855,51.496949,,137 Victoria Street SW1E 6RD,,,,,,,137 Victoria Street SW1E 6RD,51.496949,-0.138855
Starbucks,12751-140489,Vigo Street,Company Owned,"6A Vigo Street, London",London,ENG,GB,W1S 3HF,2077347632,GMT+0:00 Europe/London,-0.13922,51.510347,,"6A Vigo Street, London W1S 3HF",,,,,,,"6A Vigo Street, London W1S 3HF",51.510347,-0.13922
Starbucks,12711-105805,Colliers Wood - Tandam Centre,Company Owned,"Colliers Wood, Unit 10 Tandem Centre",London,ENG,GB,SW19 2PT,2086872628,GMT+0:00 Europe/London,-0.177871,51.413573,,"Colliers Wood, Unit 10 Tandem Centre SW19 2PT",,,,,,,"Colliers Wood, Unit 10 Tandem Centre SW19 2PT",51.413573,-0.177871
Starbucks,12360-75881,Kew - Station Parade,Company Owned,"Station parade, Kew",London,ENG,GB,TW9 3PS,2083327337,GMT+0:00 Europe/London,-0.286107,51.477235,,"Station parade, Kew TW9 3PS",,,,,,,"Station parade, Kew TW9 3PS",51.477235,-0.286107
Starbucks,12962-142504,Great Marlborough St,Company Owned,"London - Great Marlborough Street  (3-4), Unit 36",LONDON,ENG,GB,W1F 7HH,2074341664,GMT+0:00 Europe/London,-0.137519,51.514885,,"London - Great Marlborough Street  (3-4), Unit 36 W1F 7HH",,,,,,,"London - Great Marlborough Street  (3-4), Unit 36 W1F 7HH",51.514885,-0.137519
Starbucks,12371-78701,Hammersmith Broadway West,Company Owned,"36 Broadway Shopping Centre, Hammersmith Broadway",London,ENG,GB,W6 9YE,2087486685,GMT+0:00 Europe/London,-0.224173,51.492325,,"36 Broadway Shopping Centre, Hammersmith Broadway W6 9YE",,,,,,,"36 Broadway Shopping Centre, Hammersmith Broadway W6 9YE",51.492325,-0.224173
Starbucks,15640-159226,Westminster - Broadway,Company Owned,"17 Broadway, Westminister",London,ENG,GB,SW1H 0AZ,2077993371,GMT+0:00 Europe/London,-0.133813,51.498918,,"17 Broadway, Westminister SW1H 0AZ",,,,,,,"17 Broadway, Westminister SW1H 0AZ",51.498918,-0.133813
Starbucks,20726-208169,Cineworld Enfield,Licensed,"Cineworld Cinemas Southbury Leisure Park, Southbury Road (208), Enfield",London,ENG,GB,EN1 1YQ,,GMT+0:00 Europe/London,-0.060884,51.650185,,"Cineworld Cinemas Southbury Leisure Park, Southbury Road (208), Enfield EN1 1YQ",,,,,,,"Cineworld Cinemas Southbury Leisure Park, Southbury Road (208), Enfield EN1 1YQ",51.650185,-0.060884
Starbucks,6145-149765,South Kensington - Old Brompton Rd,Company Owned,19 Old Brompton Road,London,ENG,GB,SW7 3HZ,2072250921,GMT+0:00 Europe/London,-0.174427,51.493533,,19 Old Brompton Road SW7 3HZ,,,,,,,19 Old Brompton Road SW7 3HZ,51.493533,-0.174427
Starbucks,12419-87540,Hammersmith Road,Company Owned,"200 Hammersmith Road, Berkeley Square",London,ENG,GB,W6 7DL,2087419397,GMT+0:00 Europe/London,-0.221439,51.49338,,"200 Hammersmith Road, Berkeley Square W6 7DL",,,,,,,"200 Hammersmith Road, Berkeley Square W6 7DL",51.49338,-0.221439
Starbucks,12022-10382,Berkeley Street/Berkeley Square,Company Owned,27 Berkeley St,London,ENG,GB,W1X 5AD,2076295779,GMT+0:00 Europe/London,-0.144298,51.508821,,27 Berkeley St W1X 5AD,,,,,,,27 Berkeley St W1X 5AD,51.508821,-0.144298
Starbucks,12559-96360,Old Street - City Road,Company Owned,104-122 City Road,London,ENG,GB,EC1V 2NR,2072534069,GMT+0:00 Europe/London,-0.088121,51.526294,,104-122 City Road EC1V 2NR,,,,,,,104-122 City Road EC1V 2NR,51.526294,-0.088121
Starbucks,12398-85695,Chiswick - High Road/Belmont Road,Company Owned,376 Chiswick High road,London,ENG,GB,W4 5TF,2089946686,GMT+0:00 Europe/London,-0.264026,51.492678,,376 Chiswick High road W4 5TF,,,,,,,376 Chiswick High road W4 5TF,51.492678,-0.264026
Starbucks,12972-140949,London - Westfield - Lower Mall,Company Owned,Unit 1018a,London,ENG,GB,W12 7GE,2087499233,GMT+0:00 Europe/London,-0.223242,51.507202,,Unit 1018a W12 7GE,,,,,,,Unit 1018a W12 7GE,51.507202,-0.223242
Starbucks,12058-10406,Princes Street W1,Company Owned,22-23 Princes St,London,ENG,GB,W1B 2LY,2074958370,GMT+0:00 Europe/London,-0.142562,51.514392,,22-23 Princes St W1B 2LY,,,,,,,22-23 Princes St W1B 2LY,51.514392,-0.142562
Starbucks,12033-10380,Fulham Road,Company Owned,809 Fulham Road,London,ENG,GB,SW6 5HE,2073842494,GMT+0:00 Europe/London,-0.205441,51.475718,,809 Fulham Road SW6 5HE,,,,,,,809 Fulham Road SW6 5HE,51.475718,-0.205441
Starbucks,12013-10378,Parsons Green,Company Owned,44 - 48  New Kings Road,London,ENG,GB,SW6 4LS,2073719866,GMT+0:00 Europe/London,-0.200913,51.472651,,44 - 48  New Kings Road SW6 4LS,,,,,,,44 - 48  New Kings Road SW6 4LS,51.472651,-0.200913
Starbucks,12809-96661,Borough High Street/Borough Station,Company Owned,223-227 Borough High Street,London,ENG,GB,SE1 1JD,2074075464,GMT+0:00 Europe/London,-0.093185,51.501026,,223-227 Borough High Street SE1 1JD,,,,,,,223-227 Borough High Street SE1 1JD,51.501026,-0.093185
Starbucks,12650-102781,Tottenham Court Road/Capper St,Company Owned,175 Tottenham  Court Road,London,ENG,GB,W1T 7NU,2076374459,GMT+0:00 Europe/London,-0.135741,51.522342,,175 Tottenham  Court Road W1T 7NU,,,,,,,175 Tottenham  Court Road W1T 7NU,51.522342,-0.135741
Starbucks,26205-243830,Marble Arch,Company Owned,"1a York House, 26 Edgware Road",London,ENG,GB,W2 2EH,749589333,GMT+0:00 Europe/London,-0.161232,51.514173,,"1a York House, 26 Edgware Road W2 2EH",,,,,,,"1a York House, 26 Edgware Road W2 2EH",51.514173,-0.161232
Starbucks,23655-232444,SSP Euston,Licensed,"Euston Station, Unit 37, Barnby St",London,ENG,GB,NW1 2RT,,GMT+0:00 Europe/London,-0.132024,51.527961,,"Euston Station, Unit 37, Barnby St NW1 2RT",,,,,,,"Euston Station, Unit 37, Barnby St NW1 2RT",51.527961,-0.132024
Starbucks,12169-23184,Belgravia -  Pimlico Road,Company Owned,53-55 Pimlico Road,London,ENG,GB,SW1W 8NE,2072590747,GMT+0:00 Europe/London,-0.152893,51.490469,,53-55 Pimlico Road SW1W 8NE,,,,,,,53-55 Pimlico Road SW1W 8NE,51.490469,-0.152893
Starbucks,12280-59239,Berkeley Street,Company Owned,52 Berkeley St.,London,ENG,GB,W1J 8ET,2076294911,GMT+0:00 Europe/London,-0.142605,51.50742,,52 Berkeley St. W1J 8ET,,,,,,,52 Berkeley St. W1J 8ET,51.50742,-0.142605
Starbucks,12339-60039,Westbourne Grove,Company Owned,96 Westboune Grove,London,ENG,GB,W2 5RT,2072436990,GMT+0:00 Europe/London,-0.193851,51.515374,,96 Westboune Grove W2 5RT,,,,,,,96 Westboune Grove W2 5RT,51.515374,-0.193851
Starbucks,3191-145067,SSP Wimbledon,Licensed,"Platform 7/8, The Bridge",London,ENG,GB,SW19 7NE,,GMT+0:00 Europe/London,-0.207637,51.42116,,"Platform 7/8, The Bridge SW19 7NE",,,,,,,"Platform 7/8, The Bridge SW19 7NE",51.42116,-0.207637
Starbucks,12421-88320,Paddington Central - Sheldon Square,Company Owned,"15 Sheldon Square, Paddington Central Kiosk",London,ENG,GB,W2 6PY,2072897381,GMT+0:00 Europe/London,-0.179558,51.51946,,"15 Sheldon Square, Paddington Central Kiosk W2 6PY",,,,,,,"15 Sheldon Square, Paddington Central Kiosk W2 6PY",51.51946,-0.179558
Starbucks,12114-12027,Baker Street/Porter Street,Company Owned,126 Baker Street,London,ENG,GB,W1M  1FH,2072245805,GMT+0:00 Europe/London,-0.157094,51.521593,,126 Baker Street W1M  1FH,,,,,,,126 Baker Street W1M  1FH,51.521593,-0.157094
Starbucks,12071-10731,Chelsea - Kings Road/Shawfield St,Company Owned,123a Kings Road,London,ENG,GB,SW3 4PL,2073764678,GMT+0:00 Europe/London,-0.166067,51.488388,,123a Kings Road SW3 4PL,,,,,,,123a Kings Road SW3 4PL,51.488388,-0.166067
Starbucks,12286-60079,Strand,Company Owned,442 Strand,London,ENG,GB,WC2R 0QU,2078366850,GMT+0:00 Europe/London,-0.125368,51.508877,,442 Strand WC2R 0QU,,,,,,,442 Strand WC2R 0QU,51.508877,-0.125368
Starbucks,12560-96361,Wandsworth Bridge Road,Company Owned,"95-96 Wandsworth Bridge Road, Wandsworth",London,ENG,GB,SW6 2TD,2077317861,GMT+0:00 Europe/London,-0.191732,51.47379,,"95-96 Wandsworth Bridge Road, Wandsworth SW6 2TD",,,,,,,"95-96 Wandsworth Bridge Road, Wandsworth SW6 2TD",51.47379,-0.191732
Starbucks,12317-59679,Islington - Upper Street,Company Owned,"30 Upper St, Islington, O2 Centre",London,ENG,GB,N1 0PN,2073540179,GMT+0:00 Europe/London,-0.105305,51.534527,,"30 Upper St, Islington, O2 Centre N1 0PN",,,,,,,"30 Upper St, Islington, O2 Centre N1 0PN",51.534527,-0.105305
Starbucks,12265-46759,Swiss Cottage - 02 Centre,Company Owned,"255 Finchley Road, Swiss Cottage 02 Centre, Burleigh House",London,ENG,GB,NW3 6LU,2074318233,GMT+0:00 Europe/London,-0.181972,51.548038,,"255 Finchley Road, Swiss Cottage 02 Centre, Burleigh House NW3 6LU",,,,,,,"255 Finchley Road, Swiss Cottage 02 Centre, Burleigh House NW3 6LU",51.548038,-0.181972
Starbucks,12039-10589,Strand/Savoy Street,Company Owned,"Unit2 Burleigh House, 355-359 The Strand",London,ENG,GB,WC2R 0HS,2078365166,GMT+0:00 Europe/London,-0.119957,51.511196,,"Unit2 Burleigh House, 355-359 The Strand WC2R 0HS",,,,,,,"Unit2 Burleigh House, 355-359 The Strand WC2R 0HS",51.511196,-0.119957
Starbucks,16594-165226,Aramark Canary Wharf,Licensed,"25 Bank Street, Canary Wharf, 7th Floor",London,ENG,GB,E14 5JP,2034931115,GMT+0:00 Europe/London,-0.020706,51.503016,,"25 Bank Street, Canary Wharf, 7th Floor E14 5JP",,,,,,,"25 Bank Street, Canary Wharf, 7th Floor E14 5JP",51.503016,-0.020706
Starbucks,18146-188344,Harewood Place,Company Owned,13b Hanover Square,London,ENG,GB,W1S 1HN,2074953936,GMT+0:00 Europe/London,-0.143926,51.514597,,13b Hanover Square W1S 1HN,,,,,,,13b Hanover Square W1S 1HN,51.514597,-0.143926
Starbucks,12198-38259,South Bank - County Hall,Company Owned,"Belvedere Road, 3C and 3D, East Block County Hall",London,ENG,GB,SE1 7GQ,2079284557,GMT+0:00 Europe/London,-0.117661,51.50199,,"Belvedere Road, 3C and 3D, East Block County Hall SE1 7GQ",,,,,,,"Belvedere Road, 3C and 3D, East Block County Hall SE1 7GQ",51.50199,-0.117661
Starbucks,12056-10405,Clapham - Abbeville Road,Company Owned,39 Abbeville Road,London,ENG,GB,SW4 9JX,2086734004,GMT+0:00 Europe/London,-0.140252,51.454193,,39 Abbeville Road SW4 9JX,,,,,,,39 Abbeville Road SW4 9JX,51.454193,-0.140252
Starbucks,12248-55179,Waterloo Station Lower Entrance,Company Owned,Waterloo Station,London,ENG,GB,SE1 7LY,2079284920,GMT+0:00 Europe/London,-0.112305,51.503165,,Waterloo Station SE1 7LY,,,,,,,Waterloo Station SE1 7LY,51.503165,-0.112305
Starbucks,17571-183529,SSP Liverpool St Kiosk,Licensed,Bishopsgate Entrance,London,ENG,GB,EC2M 7QH,,GMT+0:00 Europe/London,-0.081059,51.516798,,Bishopsgate Entrance EC2M 7QH,,,,,,,Bishopsgate Entrance EC2M 7QH,51.516798,-0.081059
Starbucks,5189-148827,Tower Thistle Hotel London,Licensed,St. Katherine's Way,London,ENG,GB,E1W 1LD,207 481  2575,GMT+0:00 Europe/London,-0.072696,51.506692,,St. Katherine's Way E1W 1LD,,,,,,,St. Katherine's Way E1W 1LD,51.506692,-0.072696
Starbucks,49661-270226,Sainsbury Nine Elms,Company Owned,62 Wandsworth Road,London,ENG,GB,SW8 2LF,20076221726,GMT+0:00 Europe/London,-0.128863,51.480943,,62 Wandsworth Road SW8 2LF,,,,,,,62 Wandsworth Road SW8 2LF,51.480943,-0.128863
Starbucks,12747-140464,Canary Wharf - South Collonade/DLR,Company Owned,"South Collonade, Canary Wharf, Brent Cross Shopping Centre",London,ENG,GB,E14 4QT,2075191053,GMT+0:00 Europe/London,-0.021829,51.504874,,"South Collonade, Canary Wharf, Brent Cross Shopping Centre E14 4QT",,,,,,,"South Collonade, Canary Wharf, Brent Cross Shopping Centre E14 4QT",51.504874,-0.021829
Starbucks,12186-32120,Brent Cross Shopping Ctr - Lower,Company Owned,"East Court Cafe, Brent Cross Shopping Centre",London,ENG,GB,NW4 3FG,2082034605,GMT+0:00 Europe/London,-0.222672,51.576602,,"East Court Cafe, Brent Cross Shopping Centre NW4 3FG",,,,,,,"East Court Cafe, Brent Cross Shopping Centre NW4 3FG",51.576602,-0.222672
Starbucks,24321-237126,London - Greenwich Shopping Park,Franchise,"Unit D, 1C Greenwich Shopping Park, Bugsbys Way, Charlton",London,ENG,GB,SE7 7ST,,GMT+0:00 Europe/London,0.024774,51.487358,,"Unit D, 1C Greenwich Shopping Park, Bugsbys Way, Charlton SE7 7ST",,,,,,,"Unit D, 1C Greenwich Shopping Park, Bugsbys Way, Charlton SE7 7ST",51.487358,0.024774
Starbucks,12509-94369,Queens Park,Company Owned,89 Salusbury Road,London,ENG,GB,NW6 6NN,2076247738,GMT+0:00 Europe/London,-0.205168,51.535867,,89 Salusbury Road NW6 6NN,,,,,,,89 Salusbury Road NW6 6NN,51.535867,-0.205168
Starbucks,12005-10346,James Street,Company Owned,"14 James Street, St. Katherine's House",London,ENG,GB,W1U 1EF,2074956680,GMT+0:00 Europe/London,-0.150334,51.514681,,"14 James Street, St. Katherine's House W1U 1EF",,,,,,,"14 James Street, St. Katherine's House W1U 1EF",51.514681,-0.150334
Starbucks,12165-19479,Kingsway,Company Owned,"10 Kingsway, Unit B2; St Catherines House",London,ENG,GB,WC2B 6LH,2078314661,GMT+0:00 Europe/London,-0.117485,51.513923,,"10 Kingsway, Unit B2; St Catherines House WC2B 6LH",,,,,,,"10 Kingsway, Unit B2; St Catherines House WC2B 6LH",51.513923,-0.117485
Starbucks,12891-137726,West Wickham - High Street,Company Owned,"11-73, HIGH STREET, WEST WICKHAM - HIGH STREET",LONDON,ENG,GB,BR4 0LS,2087774214,GMT+0:00 Europe/London,-0.018308,51.376313,,"11-73, HIGH STREET, WEST WICKHAM - HIGH STREET BR4 0LS",,,,,,,"11-73, HIGH STREET, WEST WICKHAM - HIGH STREET BR4 0LS",51.376313,-0.018308
Starbucks,12395-84602,Highbury Corner,Company Owned,"250 Upper Street, Islington",London,ENG,GB,N1 1RU,2073596775,GMT+0:00 Europe/London,-0.10348,51.54542,,"250 Upper Street, Islington N1 1RU",,,,,,,"250 Upper Street, Islington N1 1RU",51.54542,-0.10348
Starbucks,12157-22022,Greenwich - Cutty Sark,Company Owned,54-56 Greenwich Church St,London,ENG,GB,SE10 9BL,2088589992,GMT+0:00 Europe/London,-0.009848,51.482131,,54-56 Greenwich Church St SE10 9BL,,,,,,,54-56 Greenwich Church St SE10 9BL,51.482131,-0.009848
Starbucks,12195-33460,Camden - Parkway,Company Owned,"4/6 Parkway, Camden, Unit SU2R",London,ENG,GB,NW1 7AA,2074857798,GMT+0:00 Europe/London,-0.143221,51.538937,,"4/6 Parkway, Camden, Unit SU2R NW1 7AA",,,,,,,"4/6 Parkway, Camden, Unit SU2R NW1 7AA",51.538937,-0.143221
Starbucks,12104-11922,Edgware Road,Company Owned,207 Edgware Road,London,ENG,GB,W2 1ES,2077064230,GMT+0:00 Europe/London,-0.169077,51.518952,,207 Edgware Road W2 1ES,,,,,,,207 Edgware Road W2 1ES,51.518952,-0.169077
Starbucks,12190-31019,High Holborn/Chancery Lane,Company Owned,37-39 High Holborn,London,ENG,GB,WC1V 6BG,2074046660,GMT+0:00 Europe/London,-0.113906,51.518394,,37-39 High Holborn WC1V 6BG,,,,,,,37-39 High Holborn WC1V 6BG,51.518394,-0.113906
Starbucks,12712-105806,Brompton Road,Company Owned,"44-48 Brompton Road, Unit 4a 44-58",London,ENG,GB,SW3 1BW,2075816035,GMT+0:00 Europe/London,-0.16264,51.500549,,"44-48 Brompton Road, Unit 4a 44-58 SW3 1BW",,,,,,,"44-48 Brompton Road, Unit 4a 44-58 SW3 1BW",51.500549,-0.16264
Starbucks,12211-34939,Gracechurch Street,Company Owned,"48 Gracechurch Street, Unit A",London,ENG,GB,EC3V 0EJ,2076263677,GMT+0:00 Europe/London,-0.085471,51.510878,,"48 Gracechurch Street, Unit A EC3V 0EJ",,,,,,,"48 Gracechurch Street, Unit A EC3V 0EJ",51.510878,-0.085471
Starbucks,1171-140696,Tower Place East - Lower Thames St,Company Owned,"3 Tower Place, East Building",London,ENG,GB,EC3R 5BT,2079291755,GMT+0:00 Europe/London,-0.079173,51.508476,,"3 Tower Place, East Building EC3R 5BT",,,,,,,"3 Tower Place, East Building EC3R 5BT",51.508476,-0.079173
Starbucks,12194-16874,New Bridge Street,Company Owned,30-34A New Bridge Street,London,ENG,GB,EC4V 6BJ,2073291928,GMT+0:00 Europe/London,-0.10385,51.51268,,30-34A New Bridge Street EC4V 6BJ,,,,,,,30-34A New Bridge Street EC4V 6BJ,51.51268,-0.10385
Starbucks,12353-74920,Chelsea - Sloane Avenue,Company Owned,65-71 Sloane Avenue,London,ENG,GB,SW3 3DH,2075815550,GMT+0:00 Europe/London,-0.165569,51.492017,,65-71 Sloane Avenue SW3 3DH,,,,,,,65-71 Sloane Avenue SW3 3DH,51.492017,-0.165569
Starbucks,12038-10588,St. John's Wood - High Street,Company Owned,"79 St Johns Wood High St & 1 Circus Road, St. John's Wood",London,ENG,GB,NW8 7NL,2075864365,GMT+0:00 Europe/London,-0.171398,51.53388,,"79 St Johns Wood High St & 1 Circus Road, St. John's Wood NW8 7NL",,,,,,,"79 St Johns Wood High St & 1 Circus Road, St. John's Wood NW8 7NL",51.53388,-0.171398
Starbucks,12352-74628,Westminster - Horseferry Road,Company Owned,"35 Horseferry Road, Unit 15 Great Minster Court",London,ENG,GB,SW1P 2AA,2078344449,GMT+0:00 Europe/London,-0.130435,51.494695,,"35 Horseferry Road, Unit 15 Great Minster Court SW1P 2AA",,,,,,,"35 Horseferry Road, Unit 15 Great Minster Court SW1P 2AA",51.494695,-0.130435
Starbucks,12027-10347,Bayswater - Queensway,Company Owned,47-49 Queensway,London,ENG,GB,W2 4QH,2073139515,GMT+0:00 Europe/London,-0.187618,51.511717,,47-49 Queensway W2 4QH,,,,,,,47-49 Queensway W2 4QH,51.511717,-0.187618
Starbucks,12268-63739,Fleet Street,Company Owned,150 Fleet Street,London,ENG,GB,EC4A 2DQ,2075836672,GMT+0:00 Europe/London,-0.107636,51.514363,,150 Fleet Street EC4A 2DQ,,,,,,,150 Fleet Street EC4A 2DQ,51.514363,-0.107636
Starbucks,18674-194126,SSP London Victoria Platform 2,Licensed,"Victoria Station, Platform 2 Unit 3B, 15 Victoria Street",London,ENG,GB,SW1W 0SH,,GMT+0:00 Europe/London,-0.143898,51.49521,,"Victoria Station, Platform 2 Unit 3B, 15 Victoria Street SW1W 0SH",,,,,,,"Victoria Station, Platform 2 Unit 3B, 15 Victoria Street SW1W 0SH",51.49521,-0.143898
Starbucks,12131-15517,Enfield - Church St,Company Owned,"7 Church St, Belsize Park",London,ENG,GB,EN2 6AF,2083644432,GMT+0:00 Europe/London,-0.08345,51.652289,,"7 Church St, Belsize Park EN2 6AF",,,,,,,"7 Church St, Belsize Park EN2 6AF",51.652289,-0.08345
Starbucks,12139-15893,Belsize Park - Haverstock Hill,Company Owned,"202 Haverstock Hill, Kingsway House, Grd Flr",London,ENG,GB,NW3 2AG,2077947378,GMT+0:00 Europe/London,-0.16506,51.55083,,"202 Haverstock Hill, Kingsway House, Grd Flr NW3 2AG",,,,,,,"202 Haverstock Hill, Kingsway House, Grd Flr NW3 2AG",51.55083,-0.16506
Starbucks,12040-10398,Kingsway/Great Queen Street,Company Owned,99 Kingsway,London,ENG,GB,WC2B 6QX,2074049229,GMT+0:00 Europe/London,-0.119867,51.516356,,99 Kingsway WC2B 6QX,,,,,,,99 Kingsway WC2B 6QX,51.516356,-0.119867
Starbucks,16888-176687,SSP King's Cross Main Concourse,Licensed,"Euston Road, Ground Concourse Unit 11a",London,ENG,GB,N1 9AL,,GMT+0:00 Europe/London,-0.132491,51.526777,,"Euston Road, Ground Concourse Unit 11a N1 9AL",,,,,,,"Euston Road, Ground Concourse Unit 11a N1 9AL",51.526777,-0.132491
Starbucks,18677-194125,SSP London Victoria Main Store,Licensed,"Victoria Station Frontage, Unit 38, 15 Victoria St",London,ENG,GB,SW1V 1JU,,GMT+0:00 Europe/London,-0.143122,51.494769,,"Victoria Station Frontage, Unit 38, 15 Victoria St SW1V 1JU",,,,,,,"Victoria Station Frontage, Unit 38, 15 Victoria St SW1V 1JU",51.494769,-0.143122
Starbucks,12410-85691,Crouch End - Broadway,Company Owned,"7 The Broadway, Crouch End",London,ENG,GB,N8 8DU,2083470096,GMT+0:00 Europe/London,-0.124112,51.578666,,"7 The Broadway, Crouch End N8 8DU",,,,,,,"7 The Broadway, Crouch End N8 8DU",51.578666,-0.124112
Starbucks,12015-10856,King William Street,Company Owned,"87 King William St, Unit 5",London,ENG,GB,EC4N 7BJ,2079294099,GMT+0:00 Europe/London,-0.088063,51.51272,,"87 King William St, Unit 5 EC4N 7BJ",,,,,,,"87 King William St, Unit 5 EC4N 7BJ",51.51272,-0.088063
Starbucks,12313-43279,Wimbledon Hill Road,Company Owned,"10 Wimbledon Hill Rd, Unit 5",London,ENG,GB,SW19 7NS,2089446864,GMT+0:00 Europe/London,-0.207492,51.420993,,"10 Wimbledon Hill Rd, Unit 5 SW19 7NS",,,,,,,"10 Wimbledon Hill Rd, Unit 5 SW19 7NS",51.420993,-0.207492
Starbucks,12372-78702,Camden - Lock Keeper's Cottage,Company Owned,"289 Camden High st, Sulfolk Walk",London,ENG,GB,NW1 7BX,2074851986,GMT+0:00 Europe/London,-0.145335,51.541073,,"289 Camden High st, Sulfolk Walk NW1 7BX",,,,,,,"289 Camden High st, Sulfolk Walk NW1 7BX",51.541073,-0.145335
Starbucks,12428-90786,Paternoster Sq,Company Owned,"1 Paternoster House, Unit 7",London,ENG,GB,EC4M 7DX,2072363014,GMT+0:00 Europe/London,-0.099028,51.515189,,"1 Paternoster House, Unit 7 EC4M 7DX",,,,,,,"1 Paternoster House, Unit 7 EC4M 7DX",51.515189,-0.099028
Starbucks,26723-245129,Beckenham - High Street,Franchise,220 Beckenham High Street,London,ENG,GB,BR3 1EN,,GMT+0:00 Europe/London,-0.028772,51.406618,,220 Beckenham High Street BR3 1EN,,,,,,,220 Beckenham High Street BR3 1EN,51.406618,-0.028772
Starbucks,4152-153545,Borough High Street,Company Owned,55 Borough High Street,London,ENG,GB,SE1 1NB,2074033512,GMT+0:00 Europe/London,-0.089882,51.504646,,55 Borough High Street SE1 1NB,,,,,,,55 Borough High Street SE1 1NB,51.504646,-0.089882
Starbucks,12672-104116,Hammersmith - King Street,Company Owned,"38 King Street, Hammersmith",London,ENG,GB,W6 0YJ,2087483793,GMT+0:00 Europe/London,-0.228249,51.492751,,"38 King Street, Hammersmith W6 0YJ",,,,,,,"38 King Street, Hammersmith W6 0YJ",51.492751,-0.228249
Starbucks,12204-33419,Kensington - Gloucester Rd Station,Company Owned,83 Gloucester Road,London,ENG,GB,SW7 4SS,2073736810,GMT+0:00 Europe/London,-0.182383,51.494552,,83 Gloucester Road SW7 4SS,,,,,,,83 Gloucester Road SW7 4SS,51.494552,-0.182383
